PDB,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
2dri,23,207,0,0,0,86,45,99,3,7,20,0,0,0,0,4,-43.01722509,0.962966852,-7.196702715,-16.52846628,0,13.83864544,-13.38265283,8.437675031,-9.518886774
2dw7,19,175,0,0,0,0,123,71,1,4,5,0,0,0,6,5,51.07037604,5.81458249,-10.09153457,-3.6232067,0,28.11543379,-11.61500613,6.099597292,-6.493289962
2er6,20,455,0,22,78,16,133,226,7,2,39,0,0,1,3,30,-170.5444353,7.233736613,-13.48309672,-67.97774976,-0.167315947,154.2379817,-90.0383909,25.98286886,-9.974798623
2ez7,4,112,0,0,13,0,30,73,2,1,1,1,0,1,0,4,3.524738563,0.638952967,-1.112678906,-3.3422881,-2.205208965,-5.680335057,-13.29670444,0.626692931,-6.023562603
2f1g,3,228,0,7,54,19,16,135,2,1,19,1,1,0,0,10,-18.76583696,1.520088761,-1.195354073,-35.66786074,-1.324422926,38.4913735,-55.94224686,16.66963582,-10.41689496
2f2h,14,285,0,0,2,0,92,205,5,5,14,0,0,1,0,12,-31.78190053,4.667817008,-9.44490663,-37.22958168,-0.115589747,42.53772575,-53.18662992,26.38092967,-7.874841018
2f34,11,189,9,22,2,58,82,27,2,7,15,1,0,0,1,7,-110.9018484,1.846257684,-9.587329568,-20.08676145,-0.104679205,74.60903762,-32.75517202,2.977376742,-9.518886774
2f35,10,207,8,13,13,54,95,34,3,5,17,1,0,0,1,7,-101.0799842,0.601699289,-8.762351572,-14.42266698,-0.169793408,70.8352117,-33.39542057,2.636616096,-7.460375701
2f5t,22,360,8,38,31,84,96,125,5,7,11,0,0,0,0,12,-91.31499898,0.808563393,-5.210453495,-31.43136748,0,26.29624365,-43.29413073,6.499043605,-7.142618959
2f6t,11,221,10,1,9,53,14,145,1,8,24,0,0,0,1,5,-48.56134135,7.559562604,-10.56682362,-25.54190786,-0.220083844,46.93825092,-43.26268392,7.998942888,-6.382765878
2f7o,11,158,0,0,3,6,0,160,3,0,14,1,0,0,2,5,-146.9133029,3.279566413,-4.104689425,-22.01333581,0,204.0848978,-19.20047854,-3.937581205,-10.27873986
2f7p,13,193,0,0,4,8,0,194,5,1,18,1,0,0,3,7,-109.0726128,0.320124506,-4.519731356,-25.85261873,-0.228564251,184.9905907,-39.14820482,10.63031755,-9.118236968
2f81,12,330,0,24,59,0,102,157,3,4,32,0,0,0,2,14,-16.88144325,5.040435493,-3.255553702,-55.9935724,0,16.39500392,-81.0797001,8.819828203,-14.53391711
2f8g,14,343,0,21,37,0,142,157,3,3,26,0,0,0,0,14,-13.58856769,3.401964132,-3.368545394,-59.6570979,-2.52E-05,14.55480683,-80.07244694,4.646402913,-12.01949419
2fgu,9,380,0,21,40,0,128,200,4,2,38,0,0,0,2,14,-51.09594227,2.763227386,-5.835857091,-74.50025219,-0.37004836,61.74194553,-96.48386295,15.05210602,-12.68263869
2fgv,9,373,0,23,32,0,152,175,3,2,36,0,0,0,2,14,-47.91169702,4.948807235,-5.973794975,-75.85096692,-0.412558068,57.4981443,-102.9219405,16.93162862,-8.455092462
2fpz,3,163,0,39,26,1,69,31,2,0,16,0,0,0,0,1,-15.88548986,1.433140291,-4.36491312,-12.6648201,-0.944034757,60.19888389,-28.62444645,1.561795699,-5.470942181
2fqw,12,249,0,1,7,85,25,143,5,3,34,0,2,0,0,5,-55.39722447,1.440096287,-6.285375335,-21.49776978,-4.66970879,35.89874079,-43.04788774,2.520995427,-9.228761053
2fw6,17,214,3,8,26,27,21,146,0,12,6,0,0,0,2,6,-315.4470966,-0.479712337,-12.86864205,-10.68946426,0,296.5560116,-13.08500222,3.532004673,-4.034129083
2fwp,16,214,8,9,23,34,21,135,0,12,7,0,0,0,2,6,-291.9900864,-0.926699546,-12.82567949,-10.88470968,0,270.3133257,-12.75440197,2.279712279,-4.034129083
2fx6,4,162,0,18,48,0,16,84,2,1,13,0,0,0,0,1,-30.75324922,1.540810083,-1.772672893,-12.77206204,-0.001369896,65.2547651,-29.33036864,1.763488938,-5.111738906
2fxv,10,331,13,28,7,33,146,114,2,8,25,0,2,0,0,7,-99.17340581,5.392252422,-10.48360915,-14.43134888,-4.77194138,86.52227434,-38.89334316,7.123377866,-7.391298149
2fzg,22,263,19,2,26,84,31,123,1,15,2,2,0,0,3,6,-494.2593449,9.238412032,-16.79099726,-11.3583946,-1.182423288,465.2363596,-24.38015156,9.703985296,-4.669642569
2fzk,20,318,15,2,8,188,29,96,0,9,10,1,0,0,8,7,-492.1507521,4.974715626,-20.84053148,-14.04122718,-0.555153605,501.6413101,-37.19929671,11.34804442,-4.973583801
2fzz,6,268,0,35,41,0,71,127,2,1,36,0,3,3,0,8,-21.13418851,8.33348647,-3.270649217,-46.35430263,-4.50516312,81.78517547,-68.83164942,1.469538541,-14.53391711
2g00,8,308,0,39,52,0,68,157,4,2,50,0,2,3,1,7,-75.24667308,7.61063998,-3.778981696,-46.50158637,-2.893180317,156.6724815,-66.87261545,10.90843666,-13.45630728
2gh7,9,234,0,1,7,0,164,71,2,6,29,0,0,0,0,5,-84.0343551,0.563935544,-5.470889475,-48.14058389,0,54.64480025,-37.82845761,1.274172749,-17.96016373
2gst,19,341,5,18,10,72,109,146,3,8,39,0,1,1,3,13,-138.8610895,7.933344148,-12.83980517,-44.84588573,-2.085286479,72.79791201,-50.55932565,12.88671721,-8.386014909
2gsu,14,252,2,0,15,77,20,152,3,3,26,0,2,2,4,7,69.15882172,0.875056296,-7.632187486,-13.26566499,-2.931549664,-9.105582421,-32.86898848,10.29044517,-4.95976829
2gv6,10,262,0,13,86,0,18,155,5,2,27,0,0,0,0,11,-455.6031019,4.433190512,-11.61289978,-33.23354584,-0.178080397,446.8637518,-49.58631324,12.70125307,-10.14058475
2gv7,13,345,0,41,84,0,58,175,7,2,28,0,0,0,0,12,-446.4125817,6.596848799,-11.16070378,-38.95901809,-2.86E-07,432.4451329,-63.57261164,11.99838679,-10.84517579
2gvv,8,140,0,0,2,0,58,88,1,2,15,0,0,0,0,5,-25.55227821,0.384475677,-4.997013569,-30.12803789,0,37.80916311,-30.50888785,8.274006826,-5.388049118
2h4g,10,190,9,0,5,48,7,131,1,7,16,0,1,0,3,6,-112.3862915,1.111450697,-12.04776037,-28.7110312,-0.93066741,106.3882212,-33.52654136,1.167343035,-9.007712884
2h4k,11,183,9,1,17,50,6,111,0,8,18,0,0,1,3,5,-104.0717065,2.97923797,-11.68272991,-25.75960236,-0.481415296,99.42268715,-33.51602415,5.830683404,-7.584715296
2h4n,6,145,0,1,10,11,51,78,2,1,4,0,0,0,1,3,-12.70037128,0.369352859,-2.24660714,-11.00378204,-1.95153856,4.687344703,-29.40205892,0.006436959,-12.01949419
2hb1,6,167,9,0,5,47,5,107,0,7,15,0,0,0,3,4,-109.7021799,0.499627952,-10.81728901,-22.46346836,-0.444668422,103.7270473,-26.28058095,0.710405052,-5.249894012
2hb3,8,312,0,14,43,0,104,159,2,3,26,0,0,0,0,15,-26.79136419,4.257656365,-3.127903763,-70.98847084,-0.372496493,17.8302887,-84.4414662,5.657181027,-15.68060448
2hs1,10,301,0,23,45,0,109,134,3,3,24,0,0,0,0,14,-21.41328656,2.830657888,-4.514388883,-54.06211247,-0.520751584,22.74164737,-75.37118542,4.234846474,-11.71555295
2hs2,13,331,0,21,42,0,120,161,3,3,22,0,0,0,0,14,-14.33423745,4.434975077,-3.418444249,-54.98540234,-0.002092607,18.18271534,-79.16180426,5.585995699,-11.48068927
2hu6,1,169,2,2,36,37,27,66,0,0,29,0,1,0,0,5,-46.09096889,3.862759902,-1.907560987,-31.30670161,-1.356789999,51.9101266,-46.12386314,6.240927688,-5.263709523
2hxm,14,218,7,7,21,31,32,134,1,9,29,1,2,1,0,8,-143.6337655,3.702722726,-7.396276328,-14.20571535,-3.169666163,95.73943543,-44.81984783,4.074825464,-7.211696511
2i0a,7,283,0,18,38,0,111,123,2,2,27,0,0,0,0,15,-14.67197295,4.763765018,-3.127984926,-53.69726323,-0.451454674,20.57408174,-86.39367945,4.710812943,-15.74968204
2i3h,15,288,0,61,6,43,163,30,5,5,21,2,0,0,0,10,-99.48828753,6.350823996,-4.753206555,-35.70351132,-0.478350015,64.6134905,-44.71020253,7.985412138,-10.22347781
2i3i,9,222,0,48,5,43,103,32,4,3,27,0,0,0,2,6,-77.9377974,4.742219076,-3.010801879,-37.27080251,-0.896156916,47.111072,-45.50841879,6.132899739,-10.08532271
2ihq,3,250,21,0,2,201,0,29,1,1,31,0,0,1,0,2,-25.37393753,0.351773981,-0.688226686,-51.02356368,-0.348206383,20.87872876,-53.4035817,3.393886837,-11.72936846
2iko,6,258,0,0,26,1,75,162,4,0,25,0,0,0,2,7,-47.60293082,4.132600785,-9.661789743,-34.88132656,-0.991193565,37.55610453,-45.5099764,3.293171376,-7.529453254
2il2,8,404,0,16,47,0,185,164,2,4,43,1,0,0,2,13,-46.79035074,1.443045511,-7.183057355,-60.28946515,-1.020989796,39.02438248,-85.55794858,17.19237967,-9.809012496
2iuz,1,212,0,0,6,5,64,138,0,1,55,0,8,0,0,3,-34.5213007,5.542578649,-1.14072738,-25.42616952,-27.3476148,24.5887282,-63.46470196,5.169352889,-7.66760836
2izl,12,244,0,3,7,0,178,68,4,2,26,0,0,0,0,6,-58.53885458,1.464305773,-7.20953483,-50.24333594,0,31.49824971,-35.42163568,2.503488784,-8.289306335
2j34,4,187,0,37,25,1,63,65,0,2,38,0,0,0,0,5,-47.36953374,4.882988545,-0.929934295,-53.85977818,-1.00E-11,75.86703475,-65.10212362,6.800183752,-10.80372926
2jxr,16,366,0,2,45,0,136,199,5,2,31,0,0,0,0,17,-63.25297473,4.400752574,-4.350059672,-68.12922887,-0.707407238,57.02587241,-78.16869549,11.74371107,-9.739934943
2mas,14,244,0,0,9,55,13,181,4,2,15,1,0,1,2,6,-119.6491991,5.344693186,-2.626145804,-25.19905604,-0.564654722,132.4071015,-33.99406519,10.94635735,-10.38926394
2olb,29,461,2,46,48,87,146,161,12,4,21,0,0,0,2,21,-239.6669331,5.127394667,-11.57697095,0,0,203.7596155,-64.04168523,9.374919926,-7.653792849
2pcp,0,107,0,3,15,0,67,22,0,0,34,3,0,3,0,2,-2.113739488,0.716285254,-6.92E-05,-40.03601995,-1.631364252,32.31477693,-42.70849353,1.482715308,-12.01949419
2sim,12,201,0,0,0,0,113,100,1,8,15,0,0,0,3,9,-149.9871596,-2.340557448,-18.02739455,-16.66174617,0,97.01639844,-26.99175471,6.08591754,-4.724904611
2ypi,14,160,0,15,19,0,45,95,0,9,2,0,0,0,3,3,-99.89579801,2.78175269,-10.91054815,-4.18713804,0,100.6580533,-8.651130921,3.294575849,-6.659076089
3aid,1,76,0,14,11,0,9,43,0,1,15,0,0,0,0,12,-3.73252795,3.272136615,-1.881413742,-58.47479325,-0.208573865,-9.561666706,-70.47879952,10.75645506,-9.477440243
3gst,16,316,4,18,13,121,92,84,3,6,37,0,0,0,3,13,-116.4984635,1.404546861,-10.57183944,-44.57512987,-0.000271108,63.98758048,-49.89015109,8.710992295,-9.284023095
3jdw,11,156,8,0,30,6,0,123,3,6,4,0,0,0,3,6,-59.16073016,1.882100955,-3.898790437,-11.18599374,0,47.88591534,-19.19811136,2.29695201,-4.973583801
3kiv,11,137,0,0,0,0,86,62,3,3,21,2,0,0,4,6,-85.03829858,1.932631589,-7.689725884,-18.17246681,0,70.25296864,-10.09978763,2.042054614,-6.493289962
456c,5,252,5,13,28,83,46,82,0,1,26,1,1,0,1,7,-30.32547975,2.796953711,-1.326592372,-38.31232365,-1.225428254,51.53812364,-51.00510291,7.061610319,-13.49775382
4er1,9,348,0,3,51,0,123,180,4,2,43,0,0,0,0,22,-45.72424695,6.911568939,-2.875238423,-88.46557228,-0.785030302,113.0613904,-101.8598754,20.04483389,-9.145867989
4fiv,14,466,0,42,42,0,151,245,7,4,42,2,0,0,0,21,-89.05201235,5.115841681,-6.615312809,-90.69128796,-5.981415783,72.71318847,-106.9067922,19.7395063,-9.007712884
4rsk,13,170,0,25,0,39,99,20,1,5,4,0,0,0,3,6,-80.18910373,1.410753924,-13.08172869,-7.055375313,-0.051017532,47.84058773,-18.40601855,3.623679622,-5.968300561
4std,2,219,4,0,0,28,94,95,0,1,35,1,0,3,0,4,-23.65843098,1.128061001,-0.744829818,-46.98486916,-0.57993011,6.910565566,-47.54312558,1.116899265,-14.27142241
4tmk,18,564,25,3,27,344,71,112,2,11,41,0,1,0,7,20,-120.4663011,7.96060408,-34.08706596,-38.31661347,-7.433946692,116.3497148,-68.84096549,25.1069136,-10.63794313
5abp,15,220,0,0,4,77,3,151,4,5,10,0,0,0,0,6,-69.40946828,2.16431555,-5.679071584,-17.70838715,0,24.58293976,-18.07299512,1.853543559,-9.173499011
5er2,14,423,0,18,64,9,139,207,5,4,37,0,0,0,0,30,-66.5316516,8.35980967,-5.853491306,-81.00183251,-0.000166987,109.5605369,-99.17337792,29.7413608,-9.076790437
5std,5,251,0,0,0,67,121,68,0,1,49,2,1,3,0,5,-24.50021325,3.476118715,-1.651812028,-50.28368158,-2.218863092,14.36858057,-53.56274403,6.875684324,-14.49247058
5tmp,16,581,28,3,36,402,40,88,1,14,45,0,1,0,11,20,-28.76318993,9.790132161,-23.52268549,-34.63555794,-6.668334855,30.98189428,-73.85752836,26.89305496,-10.32018639
5yas,8,162,0,6,1,1,73,89,2,1,2,0,0,0,0,4,-23.62029868,1.136983188,-1.053569602,-8.6422783,0,-0.552547009,-11.80938447,1.028824575,-4.503856442
6abp,11,184,0,0,0,64,1,130,3,4,10,0,0,0,0,4,-43.93631059,0.39519477,-5.477338814,-14.37358394,0,19.69313982,-18.7911652,11.79277016,-8.786664715
6tim,10,191,0,26,23,0,52,100,1,9,4,0,0,0,1,6,-114.3880224,3.550645161,-9.579729289,-12.14755158,0,112.2921061,-13.39112439,5.265273453,-4.434778889
7abp,13,195,0,0,1,69,3,135,3,4,14,0,0,0,0,4,-38.57842896,2.202306565,-4.528114865,-18.19619704,0,15.42102507,-23.29774309,10.92355852,-8.92481982
7std,1,177,4,0,0,33,67,74,0,0,48,0,0,1,0,4,-13.08932252,0.763720614,-0.455582088,-66.59446262,-1.40316646,5.295012308,-50.14238771,1.20239556,-14.81022732
7upj,5,261,0,17,20,0,79,150,1,3,35,1,0,0,0,7,-7.198661426,4.095959363,-2.432501371,-58.86404723,-2.517885494,14.55691077,-66.80576842,6.885368312,-11.72936846
8abp,14,225,0,0,3,80,16,140,4,5,10,0,0,0,0,6,-63.41606237,0.966213434,-6.213772805,-17.38970913,0,25.6551025,-18.81712881,6.787683835,-11.05240845
9abp,17,233,0,0,2,90,11,147,4,6,14,0,0,0,0,6,-70.22148129,1.234035064,-6.504429539,-18.85729512,0,27.10734135,-17.89348435,6.329713206,-11.05240845
