PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,Experimental
1yc4,-12.59084591,1.971580297,-1.451488073,-29.66576082,-0.418455157,24.5697759,-42.25395558,3.972856037,3,106,17,11,0,38,41,2,2,1,23,0,0,0,0,5,-9.049159416
1ydk,-105.890137,1.938604655,-9.624881542,-31.22141581,0,90.24410755,-37.91258003,11.4240694,13,140,4,12,4,54,14,65,2,7,11,0,0,0,4,16,-8.137335719
1yei,-60.08047168,2.376063442,-4.132578955,-24.2582677,-5.309366794,78.19354363,-51.66105312,6.34906911,5,131,0,1,17,0,96,22,1,4,39,0,3,0,1,9,-10.30637088
1yid,-79.06757825,5.199454141,-7.247295532,-7.484818953,-0.780054203,96.51143217,-47.83665218,3.242256265,12,143,10,8,24,23,28,62,3,5,8,1,0,0,4,11,-6.907755279
1yqj,-10.48698191,1.075132602,-0.850377146,-49.33776558,-1.472774428,27.46638474,-65.80227596,3.339257582,1,122,0,17,28,1,43,34,0,2,57,1,1,0,1,5,-11.24582559
1yqy,23.97390911,5.59977851,-2.051242805,-29.43725813,-0.662631025,2.836609144,-48.81866822,6.248225985,8,137,0,20,7,50,8,60,2,1,18,1,2,0,2,6,-10.52741905
1z3t,-55.68248498,0.073722788,-4.88779826,-21.62855816,0,79.39260836,-38.95868966,-2.668619891,9,148,0,0,12,0,10,135,3,4,9,0,0,0,0,12,-5.44331116
1z3v,-47.53375896,0.324269353,-5.20753093,-22.04159913,0,68.46031646,-37.57024476,0.662387771,12,158,0,0,15,0,8,147,5,3,10,0,0,0,0,12,-5.678174839
1z6e,-12.62541966,4.094953114,-4.256514968,-39.72569807,-4.528463029,85.3045029,-68.6546523,3.819162535,5,173,0,38,37,0,23,80,2,1,43,0,4,3,0,8,-13.42867626
1z6s,-74.39606018,4.141944004,-12.68146938,-5.963135619,-6.853377814,76.54310578,-30.18329223,3.076377801,7,151,0,5,0,20,66,67,2,5,14,1,2,0,3,7,-5.995931582
1zhy,-8.503365172,2.159026548,-0.267657065,-79.29465349,0,33.05540135,-60.70739231,2.276022691,3,52,1,0,5,22,15,12,2,0,25,0,0,0,0,6,-9.007712884
1zog,-3.186033368,2.296083107,-3.34E-05,-60.53294919,-0.222145029,10.40152998,-41.03620355,2.275633787,0,48,0,4,1,0,37,6,0,0,15,0,0,0,0,1,-9.878090049
1zoh,-3.075441971,1.015919745,0,-59.72572168,-0.005911287,12.45393878,-42.01551654,1.317732555,0,51,0,4,3,0,35,9,0,0,14,0,0,0,0,0,-9.670857391
1zp8,-1.434035149,16.44943416,-3.476037522,-56.29994657,-4.59E-08,25.85132514,-75.95607295,23.5906117,7,169,0,24,30,0,53,69,3,1,36,0,0,0,0,17,-12.11620276
1zpa,-3.939749751,4.649662723,-2.716262583,-58.00353332,-0.000112339,28.96519206,-82.21376847,12.48000333,5,163,0,19,33,0,40,76,1,3,32,0,0,0,0,19,-11.60502887
220l,-2.147620197,0.014051641,0,-19.33334894,-0.186005535,3.598003041,-17.52152205,-0.006828125,0,23,1,0,0,22,0,0,0,0,22,0,0,0,0,0,-4.69727359
2a31,-262.3851537,3.830525284,-4.855652445,-14.8588381,0,251.3963888,-19.23922584,3.381349861,7,98,0,14,42,0,6,43,4,1,5,0,0,0,1,4,-1.395366566
2a4m,16.26685745,2.384794692,-0.911223067,-19.52914006,-1.112750989,6.070707783,-32.22263823,2.06504395,0,73,0,9,0,49,14,1,0,1,11,0,0,0,0,4,-6.244610772
2a5b,-14.68520468,4.043660184,-1.231884146,-16.670625,-3.78409719,18.57444436,-35.8167872,8.628995344,5,100,0,1,0,0,84,20,3,1,11,0,4,0,0,5,-5.429495649
2a5c,-26.42751989,2.176161523,-0.792958385,-19.48415456,-1.94411392,15.47873556,-34.7728651,1.653160803,5,89,0,3,0,0,68,23,1,2,15,0,0,1,0,5,-6.382765878
2aac,-25.59405573,-0.765755249,-2.753390506,-23.71185618,0,19.90331327,-22.52944109,2.678409853,6,97,0,0,11,0,88,4,2,3,17,0,0,0,0,4,-3.067043344
2aj8,-11.7341107,2.734713304,-0.53111989,-28.39998824,-5.388678629,36.05037694,-46.05331136,6.307795108,2,109,5,1,0,38,0,67,1,1,36,0,2,1,2,3,-8.565616546
2ans,-40.77048963,1.39204999,-1.769231949,-26.73041351,-2.174185231,51.42199135,-36.21961149,1.160421426,1,53,0,0,0,8,36,10,0,0,15,2,0,1,1,3,-8.17878225
2aoc,-7.396517338,1.799075908,-7.462321334,-79.10636505,0,-1.900699968,-104.3980808,20.17724707,14,242,0,45,49,0,64,98,8,4,35,0,0,0,2,30,-6.755784663
2aod,-11.46437012,0.208456116,-7.576466593,-79.94154135,0,-2.678288381,-102.1958592,18.21919526,14,234,0,46,44,0,69,89,7,4,31,0,0,0,2,30,-7.819578976
2aoe,-4.301993385,13.37173123,-6.178320835,-67.52545964,-6.00E-11,11.40109412,-94.04272777,26.54128717,12,204,0,46,41,0,57,72,8,4,21,0,0,0,4,30,-10.52741905
2aog,-24.55924879,3.832205577,-9.986889427,-77.62484365,0,5.323032814,-102.9857796,15.75053536,12,230,0,45,54,0,72,71,7,4,27,0,0,0,2,30,-8.67614063
2aqu,-43.76312381,4.268329306,-2.503775563,-71.63863576,0,54.88576751,-89.38907549,11.38452279,7,164,0,32,46,0,33,60,5,2,45,0,0,0,2,19,-12.87605584
2arm,-16.59828629,6.529488538,-0.802660305,-17.47001082,-8.57E-06,37.11765813,-23.91090554,4.38380402,2,71,1,0,27,24,0,21,1,0,21,0,0,0,0,6,-11.23201008
2avm,-16.84325567,0.263202098,-8.018731394,-81.61952517,0,0.726560385,-101.3724661,17.65045352,13,220,0,43,48,0,68,74,7,4,30,0,0,0,2,30,-7.874841018
2avo,-19.81794813,2.855934518,-2.506153719,-74.28985291,-0.641874368,50.77583047,-88.17816329,12.70003146,5,152,0,25,33,0,39,60,3,1,38,0,0,0,2,14,-12.22672684
2avq,-12.51195644,2.136542219,-8.93695152,-79.91451434,0,-4.96358158,-103.0928171,16.70550872,12,228,0,41,47,0,71,81,7,4,33,0,0,0,2,30,-6.065009135
2avs,-22.8690835,3.502339015,-3.234995157,-74.7705454,-0.5666246,54.17471567,-89.06896938,13.46325358,6,162,0,26,35,0,38,69,3,2,39,0,0,0,2,14,-10.45834149
2avv,-14.36923424,4.750545786,-1.644636958,-78.16812735,-0.798871428,48.41041765,-86.42828843,12.31864114,4,154,0,21,38,0,43,56,3,1,44,0,0,0,2,14,-12.79316278
2b07,-56.41330837,1.794718207,-8.076257849,-46.69150423,-0.914622215,65.84379785,-57.81357064,2.706643562,8,109,8,0,9,28,3,69,0,6,24,0,0,0,3,9,-8.883373289
2b4l,4.601655272,1.429148549,-0.798947589,-23.73488621,0,-3.671979519,-23.57025986,3.147724765,3,69,9,0,2,18,18,25,0,3,31,6,0,0,2,2,-6.589998536
2bfq,23.5593554,-0.98167704,-6.59569483,-28.28273865,-1.277603791,8.451435516,-75.50527614,20.65657947,9,203,7,6,49,26,26,98,1,7,33,0,2,0,0,15,-9.518886774
2bfr,25.05761266,4.229827952,-6.416009769,-15.9921078,-1.688570862,1.337627525,-52.26162294,5.608427372,7,147,7,2,42,23,1,79,1,4,18,0,2,0,0,9,-7.253143043
2bjm,-6.985249054,-0.052569331,-0.002778243,-27.00664295,-21.28981454,22.86401425,-25.01507772,0.729834528,2,89,0,0,0,0,31,60,0,0,55,0,7,4,0,1,-5.111738906
2bmz,-32.01614071,2.555365683,-3.178709082,-13.29457652,0,20.6275493,-24.01237407,4.443265737,6,97,0,25,12,0,48,18,2,3,6,0,0,0,0,10,-5.111738906
2bo4,-51.72664159,1.876898268,-8.148151549,-8.96640859,0,74.71105263,-19.71229592,2.16607225,7,74,15,0,0,27,0,39,0,6,3,0,0,0,2,6,-6.368950367
2boh,-5.650499051,4.72758124,-0.279276663,-66.1300239,-0.026490267,83.84855406,-72.10602147,6.279141742,0,137,0,33,38,0,25,41,0,1,45,3,0,0,0,6,-11.770815
2bpv,-22.65935966,5.732091564,-2.516985922,-75.37303616,-0.794765099,51.83576061,-88.31808678,10.88512364,6,127,0,13,36,0,32,52,4,1,20,0,0,0,2,14,-10.5964966
2bpy,-21.56768431,0.34319703,-2.472329328,-80.63762376,-0.447260571,58.42907933,-94.17781007,7.23877095,7,155,0,17,39,0,31,75,4,1,28,0,0,0,2,14,-10.22347781
2bq7,-6.368257481,-0.518311596,-0.22160082,-48.213897,-0.656447725,80.68190862,-53.11781613,12.56071177,1,135,0,20,29,0,15,72,0,2,49,2,0,0,0,6,-9.739934943
2bqv,-20.54862202,2.121227799,-1.360422355,-64.60586255,-2.38E-08,48.79814972,-84.83282182,8.547843379,2,148,0,14,46,0,37,53,2,2,30,0,0,0,0,15,-11.121486
2bsu,-152.0408221,13.66654848,-6.667928279,-83.58013126,-0.093186293,118.5488508,-83.06337725,29.16799516,24,441,24,0,0,330,110,1,5,8,104,0,0,1,0,34,-7.819578976
2bt9,-19.95350816,-1.59449045,-3.39926108,-20.96374307,0,10.81075601,-20.58231617,5.219788164,8,98,0,6,5,0,86,9,4,4,12,0,0,0,0,4,-8.551801035
2bvd,-32.51868136,1.962911676,-8.255314078,-24.77770817,0,57.81787692,-34.032652,13.09270001,13,162,0,0,0,0,63,112,8,3,15,0,0,0,2,10,-8.289306335
2byr,-10.50396876,2.98077163,-0.263165798,-72.86205167,-1.560969733,73.06878341,-75.34508457,4.463458408,1,122,0,3,21,0,33,66,0,1,48,2,1,0,0,12,-11.81226153
2bza,-70.41551349,1.980305775,-1.371176636,-15.10570399,-0.002129696,93.33215632,-20.34116573,3.324807822,3,73,0,2,39,0,2,33,3,0,9,0,0,0,1,2,-3.868342956
2c1p,-12.31538393,1.643354777,-0.54985077,-29.77133652,-1.820394737,26.73058396,-47.46345522,2.357923432,2,86,0,9,8,0,68,3,1,1,22,0,0,0,0,6,-7.460375701
2c4v,-191.0172335,0.459193382,-18.16922433,-10.19832883,0,179.1549232,-23.35072475,3.242961784,18,136,0,4,21,0,41,88,2,9,8,0,0,0,6,6,-3.592032745
2c80,-56.18488019,1.112071945,-7.610919996,-34.72062347,0,40.86556206,-41.41367235,6.872163298,13,172,4,15,6,62,17,81,3,8,19,0,0,0,4,16,-7.363667127
2c92,6.324229267,6.094033346,-10.08360975,-35.40941991,-10.64952733,1.717511687,-60.0171982,14.04527336,11,239,2,33,33,45,23,114,3,7,27,0,4,0,1,16,-7.847209997
2c94,-32.17025299,2.587155375,-10.50241047,-33.98580077,-11.01008029,37.83893662,-62.94487342,11.9600392,13,215,2,31,31,37,21,106,4,9,25,0,4,0,1,15,-9.422178201
2c97,4.035129293,3.565092666,-6.621465629,-22.31940083,-5.240395083,1.453057457,-41.04564427,3.382439288,9,113,0,12,23,32,6,49,1,6,11,0,2,0,1,6,-8.482723483
2ca8,-56.43781322,4.724215886,-7.475856098,-14.19737845,0,40.13998804,-27.14243831,8.471316104,13,129,4,15,4,52,12,55,3,6,5,0,0,0,4,11,-6.43802792
2cex,-57.38821816,0.471375924,-11.0673694,-18.40117437,0,73.44653918,-36.30733008,7.321888707,10,104,0,4,2,4,84,20,3,3,8,0,0,0,2,9,-6.493289962
2cht,-24.85513664,0.631843684,-10.01841804,-26.26033196,0,25.53417208,-29.78896087,0.900607527,7,113,9,7,0,5,84,15,1,5,13,0,0,0,2,3,-7.626161828
2cji,-41.42177942,3.383905502,-0.162938538,-51.103079,-1.90E-10,89.58216831,-64.5173792,3.361977126,0,105,0,32,26,0,22,25,0,1,31,0,0,0,0,5,-11.35634968
2csn,50.42017258,2.990539857,-0.784882632,-32.39281256,0,-47.7729211,-36.31060827,3.835834711,1,59,0,15,0,7,30,8,0,1,18,0,0,0,1,5,-6.092640156
2d1n,-184.3719795,6.775047522,-3.553734794,-56.38809604,-4.38E-06,189.1146327,-62.54279719,9.450515973,8,182,1,14,62,27,12,74,2,2,25,1,0,0,1,20,-11.2596411
2dri,-48.67704899,0.137908741,-7.388054597,-16.29699874,0,23.49806597,-19.50452784,6.670002647,17,153,0,1,0,55,33,81,4,6,20,0,0,0,0,4,-9.518886774
2dw7,79.22727985,5.396216212,-9.415842748,-2.85926818,0,14.20763993,-15.69394331,8.654103943,13,145,0,0,0,0,104,54,2,6,3,0,0,0,7,5,-6.493289962
2er6,-70.53346619,5.228166196,-5.535728661,-63.94620216,-0.130080144,91.96629891,-99.18327437,27.57369268,14,211,0,16,53,0,38,118,9,2,32,0,0,1,3,30,-9.974798623
2ez7,6.225380765,0.910745139,-0.900403816,-3.00443163,-1.37529384,-1.33922715,-12.64631606,0.993583215,2,58,0,0,10,0,4,46,1,1,1,0,0,0,0,4,-6.023562603
2f1g,-20.52505872,4.133396372,-1.494921455,-31.07089797,-4.675888785,33.4889094,-47.7896461,19.33751646,3,118,0,5,43,9,8,56,1,1,25,0,0,0,0,10,-10.41689496
2f2h,-10.8624201,5.35557595,-7.27511713,-36.7272272,-0.027130631,38.01088574,-54.03561728,25.11689844,12,184,0,1,1,0,67,127,5,3,18,0,0,1,0,12,-7.874841018
2f34,-43.71481893,1.826117213,-5.194154911,-20.79388452,-0.128138157,47.55425668,-40.22604859,2.454792992,8,120,6,19,3,50,35,15,2,5,14,1,0,0,1,7,-9.518886774
2f35,-33.11043688,0.311834997,-5.260878814,-13.70392745,-0.096751169,34.34950562,-33.52033041,1.676317342,8,127,8,17,2,47,44,17,2,6,12,1,0,0,1,7,-7.460375701
2f5t,-60.56506051,-0.463132673,-4.224893997,-30.55977765,0,32.87682647,-49.76160099,4.636633407,17,196,11,30,26,28,49,69,6,6,7,0,0,0,0,12,-7.142618959
2f6t,-33.90491373,4.8212379,-9.517670264,-31.256037,-0.402804532,38.63007392,-46.17802856,4.824615044,9,119,10,1,8,35,9,65,1,7,27,0,0,0,1,5,-6.382765878
2f7o,-114.5496151,0.236845969,-4.178362154,-22.18572668,0,179.2107525,-27.44109612,8.576573842,9,131,0,0,2,7,0,131,7,0,11,0,0,0,2,5,-10.27873986
2f7p,-100.4798783,-1.413302883,-4.635883239,-25.08331708,-0.001717842,153.5389826,-36.30347326,8.133119989,13,146,0,0,2,7,26,124,7,1,13,0,0,0,2,7,-9.118236968
2f81,-5.078515946,4.3757815,-3.093905111,-56.92585938,0,21.91652018,-76.33975174,4.622144883,4,156,0,24,38,0,53,45,3,3,20,0,0,0,0,14,-14.53391711
2f8g,-3.903714169,3.303249159,-2.574157895,-55.9589164,0,15.11538157,-74.77300722,4.235120873,7,154,0,20,37,0,49,55,3,3,26,0,0,0,0,14,-12.01949419
2fgu,-18.72703461,2.798961043,-4.356113286,-74.41865807,-0.391001885,54.1756433,-95.05401677,12.84315033,7,160,0,21,39,0,55,52,3,2,33,0,0,0,2,14,-12.68263869
2fgv,-15.38414737,4.429985868,-4.136926616,-72.11508851,-0.477194422,53.40107098,-95.33038034,13.76462397,7,155,0,22,41,0,53,46,3,2,29,0,0,0,2,14,-8.455092462
2fpz,-10.64130971,2.545168059,-4.093019044,-11.43157302,-0.284419022,61.44810095,-26.70014764,1.700324614,3,84,0,6,47,0,2,32,2,0,9,0,0,0,0,1,-5.470942181
2fqw,-41.87778646,1.554338254,-5.11352633,-21.04846845,-5.876425423,38.77608782,-42.20495249,2.455690372,7,136,0,3,4,28,5,103,4,2,33,0,2,0,0,5,-9.228761053
2fw6,-246.0764133,-0.154858804,-9.922130562,-9.47675458,0,245.9932321,-26.54410642,2.051170515,14,140,5,23,9,22,29,66,0,11,6,0,0,0,2,6,-4.034129083
2fwp,-244.8285369,-0.232543848,-10.06307274,-9.45584806,0,241.69588,-25.97535227,2.023319192,13,139,7,22,7,22,29,65,0,11,6,0,0,0,2,6,-4.034129083
2fx6,-24.21304425,3.223162072,-3.96287926,-11.64645684,0,57.23686263,-26.60557846,3.392270861,4,85,0,7,45,0,3,34,1,1,7,0,0,0,0,1,-5.111738906
2fxv,-55.69030179,5.255293162,-6.322940619,-12.80310267,-4.012910725,58.52290044,-50.69966448,6.00862504,8,156,13,23,6,16,64,42,3,7,19,0,2,0,0,7,-7.391298149
2fzg,-334.1202676,9.122579438,-7.903766179,-13.05754623,-0.183747942,377.1231386,-36.35082504,10.0732418,11,154,5,2,28,72,25,33,0,4,6,0,0,0,3,6,-4.669642569
2fzk,-423.6972015,6.308989996,-14.55869042,-10.87854142,-1.279286265,469.0846335,-43.03054999,9.864066042,12,189,3,2,12,86,28,70,1,8,3,1,0,0,5,7,-4.973583801
2fzz,-10.88100572,7.214808904,-4.110705133,-48.85218463,-5.281150847,84.40149863,-70.20187863,5.548402159,5,185,0,44,43,0,27,76,2,1,52,0,3,3,0,8,-14.53391711
2g00,-61.63686655,8.518661076,-3.482569618,-44.70502831,-4.096085696,147.4728558,-66.96269562,10.96405887,4,167,0,32,50,0,24,65,4,1,48,0,3,3,0,7,-13.45630728
2gh7,-56.20012901,0.95854716,-3.461853144,-47.22135973,0,42.71223388,-45.90543136,0.850594185,8,111,0,0,8,0,79,32,2,5,25,0,0,0,0,5,-17.96016373
2gst,-69.33525718,7.142054863,-7.098552563,-43.20860929,-1.792125563,62.74050076,-56.55706375,11.2894797,12,184,4,14,9,76,61,32,3,7,28,0,1,1,3,13,-8.386014909
2gsu,44.12597688,1.098129723,-3.708997023,-12.01591594,-2.404004292,-5.406347743,-40.46008955,-0.875126744,7,108,1,0,8,38,15,53,1,2,17,0,0,1,4,7,-4.95976829
2gv6,-430.6337028,6.713091791,-8.04816913,-33.83720423,-0.05475737,428.2215865,-48.85711785,16.92475564,8,134,0,34,45,0,10,53,4,2,18,0,0,0,0,11,-10.14058475
2gv7,-413.2369789,9.112842854,-9.868638448,-36.32922562,-3.00E-11,414.8055622,-62.51704967,15.50777779,10,189,0,7,94,0,3,95,6,2,21,0,0,0,1,12,-10.84517579
2gvv,-21.82396143,2.564536116,-6.046105972,-27.5466747,0,29.25942245,-26.72664289,8.126039669,6,77,0,0,5,0,32,46,1,2,6,0,0,0,0,5,-5.388049118
2h4g,-84.540018,1.572491939,-8.381136297,-30.01477728,-1.90213338,90.54400601,-39.01192497,1.441527567,9,95,8,0,4,29,3,60,1,6,17,0,0,0,2,6,-9.007712884
2h4k,-77.82925638,-0.050795816,-8.306793369,-31.07520017,-1.206910188,82.70616423,-38.31621589,0.947888419,7,99,6,0,4,34,1,61,0,5,19,0,0,0,3,5,-7.584715296
2h4n,-2.690769405,2.032825479,-2.611459226,-10.15127865,-0.806997773,-5.978069932,-26.30872253,2.329516076,8,78,0,0,2,5,45,34,0,3,5,0,0,0,1,3,-12.01949419
2hb1,-82.3278975,0.215297882,-7.773383133,-23.11390959,-0.507444436,85.38319111,-31.58705298,1.496740122,6,85,8,0,4,27,2,50,0,6,18,0,0,0,3,4,-5.249894012
2hb3,-0.472140197,1.584655702,-2.131252945,-70.18615682,-0.738013395,18.10926668,-81.26397929,3.783715684,6,136,0,20,38,0,35,49,3,3,21,0,0,0,0,15,-15.68060448
2hs1,-4.392986117,2.903637559,-2.793507709,-56.91277299,-0.698316282,16.25311914,-75.98642054,3.532375887,10,147,0,23,38,0,47,49,2,3,23,0,0,0,0,14,-11.71555295
2hs2,-8.852077977,3.300984339,-4.266643141,-55.25198156,-0.707992057,22.30881254,-72.97146866,4.027896717,9,156,0,22,39,0,50,54,2,2,25,0,0,0,0,14,-11.48068927
2hu6,-21.91528681,3.258803075,-0.862095244,-33.21403318,-1.799161606,34.73878644,-47.36391765,5.031393229,3,94,4,5,46,20,9,13,2,2,27,0,1,0,0,5,-5.263709523
2hxm,-92.93079064,2.626441177,-4.107236168,-13.51380881,-3.504349259,81.34036734,-43.30514708,3.016725727,9,129,7,2,25,24,15,65,1,8,26,1,2,1,0,8,-7.211696511
2i0a,-0.326961479,3.914635302,-1.908016509,-52.23896529,-0.590668444,16.71621721,-75.46267813,5.422022645,6,130,0,18,30,0,38,50,2,3,27,1,0,0,0,15,-15.74968204
2i3h,-68.68334898,2.793822182,-2.704146017,-33.42286157,-0.545534631,54.65329169,-47.13612345,4.44708837,7,127,0,48,3,27,41,15,4,1,21,2,0,0,0,10,-10.22347781
2i3i,-65.36286654,3.979152849,-2.596509651,-38.17410047,-0.953800118,43.62454165,-47.57310516,5.939415411,6,128,0,40,5,29,44,16,4,2,29,0,0,0,2,6,-10.08532271
2ihq,-24.21422459,0.630317273,-0.603505347,-51.62344229,-0.656844809,21.31791055,-49.8814121,3.247682509,1,103,22,0,2,73,0,7,1,0,35,0,0,1,0,2,-11.72936846
2iko,-17.68882313,1.911739995,-6.665109803,-33.59092902,-0.953592941,42.68844084,-46.46028186,2.751737402,5,133,0,0,30,0,40,68,4,0,22,0,0,0,0,7,-7.529453254
2il2,-22.7049769,3.6033008,-6.932018102,-53.27356127,-1.563792551,42.71062497,-82.76423972,21.23059255,3,174,0,9,44,0,71,53,3,3,38,1,0,0,0,13,-9.809012496
2iuz,-13.97032998,5.629317512,-0.534837867,-26.01020882,-27.05367393,21.5833761,-60.52545386,5.441961798,1,146,0,0,4,0,46,97,0,2,57,0,8,0,0,3,-7.66760836
2izl,-26.33254212,1.470808207,-4.827890065,-46.84886125,0,17.5335315,-42.86930306,1.009295822,7,112,0,0,9,0,89,21,5,2,19,0,0,0,0,6,-8.289306335
2j34,-36.24421374,3.10388806,-0.234369119,-51.47781762,0,79.79258119,-62.84575543,3.986426398,1,104,0,32,21,0,23,29,0,1,33,0,0,0,0,5,-10.80372926
2jxr,-48.7209764,4.125064477,-3.903936936,-62.79953404,-0.882994205,53.36865714,-74.8160029,10.31834339,10,167,0,2,43,0,53,79,5,3,22,0,0,0,0,17,-9.739934943
2mas,-120.2921676,5.626512571,-3.24955948,-24.27449287,-0.962049347,114.8480866,-35.89120155,8.039480962,10,158,0,0,10,38,7,113,3,4,16,1,0,1,1,6,-10.38926394
2olb,-247.1366071,2.727410586,-12.0434638,0,0,215.2163677,-62.00242838,8.425599901,20,282,2,38,34,33,98,97,6,4,26,0,0,0,2,21,-7.653792849
2pcp,0.548538482,2.049620636,-3.39E-05,-41.84480943,-1.42947046,36.62953825,-41.63676655,2.612287048,0,73,0,0,20,0,49,4,0,0,40,3,0,3,0,2,-12.01949419
2sim,-81.71246565,0.539055603,-14.87714502,-17.25120695,0,90.26249673,-36.26475963,4.718761291,11,142,0,0,0,0,74,79,2,8,12,0,0,0,3,9,-4.724904611
2ypi,-51.41424627,0.847982251,-9.613816917,-4.13066948,0,63.52134531,-22.82974322,0.751064663,10,87,0,10,20,0,25,42,0,9,3,0,0,0,2,3,-6.659076089
3aid,28.21025802,1.454168671,-1.358013616,-51.14080423,-0.303786045,-12.46114894,-66.37132498,7.509641765,1,25,0,5,5,0,1,15,0,1,12,0,0,0,0,12,-9.477440243
3gst,-58.37703706,1.320468283,-7.169320972,-45.49242491,-0.000612069,56.03114937,-58.38756264,8.7728322,13,174,4,15,7,77,56,28,3,7,31,0,0,0,3,13,-9.284023095
3jdw,-44.32950367,2.211763505,-2.804683031,-11.36006022,0,42.18312223,-21.43299799,1.995346162,7,71,0,0,23,0,0,55,3,5,2,0,0,0,3,6,-4.973583801
3kiv,-68.82494808,2.182645575,-5.544271368,-16.97996885,0,62.36851358,-12.83208634,2.459147211,5,102,0,0,0,0,60,47,3,1,18,3,0,0,4,6,-6.493289962
456c,-36.58021392,3.328013252,-0.860773986,-37.95376198,-0.60684773,37.55568477,-51.35020567,8.160309158,5,124,4,22,24,41,16,22,0,2,21,1,0,0,1,7,-13.49775382
4er1,-30.77574481,5.451962366,-2.539421672,-82.31603197,-0.653506091,106.2575688,-91.58126034,23.32751154,5,164,0,2,42,0,44,81,5,1,43,0,1,0,0,22,-9.145867989
4fiv,-71.70292226,6.214033894,-6.098323461,-85.38877905,-6.033680594,66.22213307,-99.47896797,18.22088866,11,224,0,28,44,0,44,119,6,4,35,2,0,0,0,21,-9.007712884
4rsk,-32.47926255,2.052742651,-7.658469508,-6.092872552,-0.093975725,28.6331629,-27.66429581,2.227537772,8,90,0,17,0,28,40,13,1,4,3,0,0,0,2,6,-5.968300561
4std,-11.14646343,0.885388002,-0.266345609,-44.17267432,-1.455223857,9.772362666,-46.67195381,1.017247033,1,70,3,0,0,7,42,19,0,1,27,0,0,3,0,4,-14.27142241
4tmk,-49.21494853,7.867224793,-24.06092787,-38.10720931,-8.387554451,66.31098966,-89.23706875,9.920032169,16,355,30,3,14,235,51,38,2,12,40,0,1,0,8,20,-10.63794313
5abp,-54.49380119,2.991399824,-5.432232471,-17.97402748,0,26.74446626,-25.1520586,2.772864289,12,154,0,0,3,58,6,99,4,5,7,0,0,0,0,6,-9.173499011
5er2,-18.28837654,4.445940656,-3.179520205,-74.64720905,-0.034720798,68.59771667,-89.93811069,30.23942533,9,195,0,14,57,0,37,96,7,2,29,0,0,0,0,30,-9.076790437
5std,0.299580278,5.166298254,-0.52968455,-46.55884689,-3.333163509,7.745023609,-55.07721952,6.520140081,2,69,1,0,0,24,38,8,0,1,40,1,1,4,0,5,-14.49247058
5tmp,44.09145736,6.698810795,-18.88212538,-38.29540679,-7.963844939,-13.42308368,-84.09140286,26.95788128,12,348,34,3,14,249,22,38,1,10,41,0,1,0,11,20,-10.32018639
5yas,-20.75435005,0.6295446,-0.69319727,-8.74431888,0,4.815638068,-10.70132681,0.064102818,2,78,0,6,0,0,33,41,1,1,1,0,0,0,0,4,-4.503856442
6abp,-46.03011743,0.89181049,-5.71068465,-13.66334053,0,28.26959398,-19.13671646,7.225937682,12,119,0,0,0,43,0,88,3,5,6,0,0,0,0,4,-8.786664715
6tim,-84.66492733,4.488527688,-6.394886044,-11.19258703,0,88.41110068,-22.39152611,4.453750401,10,121,0,18,18,0,35,60,2,5,6,0,0,0,1,6,-4.434778889
7abp,-34.95350827,1.468650643,-4.569696003,-17.12551584,0,19.38738957,-24.10437355,8.19141115,12,131,0,0,1,48,3,91,3,5,6,0,0,0,0,4,-8.92481982
7std,-0.705329779,0.787857793,0,-64.60374591,-1.418152562,7.973972706,-49.40922927,1.404694908,0,67,3,0,0,7,26,31,0,0,39,0,0,1,0,4,-14.81022732
7upj,-1.036344967,4.149767735,-1.562901094,-50.568065,-2.674334243,10.40010372,-59.4214469,6.259631553,3,100,0,13,16,0,23,51,1,3,15,1,0,0,0,7,-11.72936846
8abp,-49.13958621,2.54569813,-6.045832375,-17.50273167,0,28.841895,-25.0466058,7.164836596,13,153,0,0,4,55,7,100,4,5,8,0,0,0,0,6,-11.05240845
9abp,-62.79788141,3.839214516,-6.424478296,-18.44853704,0,35.86856999,-21.66205671,3.947058876,13,154,0,0,2,66,3,96,4,5,8,0,0,0,0,6,-11.05240845
